id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
10470,1294674,233,135,2018-12-15 14:30:00,3,2018,2,0,Fortuna Duesseldorf,Freiburg,2.59785,0.798948,0.8036,0.1363,0.0601,Bundesliga,21,6,8,2,14,6,8.4286,16.72
10464,1294668,129,123,2018-12-15 17:30:00,3,2018,2,1,Borussia Dortmund,Werder Bremen,2.89288,0.461208,0.9043,0.0747,0.021,Bundesliga,16,11,9,5,13,5,11.0,20.2143
10465,1294669,136,125,2018-12-16 14:30:00,3,2018,4,1,RasenBallsport Leipzig,Mainz 05,4.47536,1.33833,0.9488,0.0378,0.0134,Bundesliga,18,12,7,5,9,3,7.1304,13.7368
10467,1294671,132,119,2018-12-16 17:00:00,3,2018,2,1,Eintracht Frankfurt,Bayer Leverkusen,3.59588,0.744745,0.9334,0.0493,0.0173,Bundesliga,17,12,7,6,10,4,9.4091,6.0526
10479,1294718,130,234,2018-12-18 17:30:00,3,2018,2,0,Borussia M.Gladbach,Nuernberg,3.61765,1.13637,0.9173,0.0668,0.0159,Bundesliga,16,7,7,2,7,4,17.0476,19.3333
10477,1294689,131,133,2018-12-18 19:30:00,3,2018,2,0,Wolfsburg,VfB Stuttgart,1.584,0.333514,0.7146,0.2213,0.0641,Bundesliga,16,11,5,1,9,4,10.3077,5.9583
10478,1294692,233,129,2018-12-18 19:30:00,3,2018,2,1,Fortuna Duesseldorf,Borussia Dortmund,1.3731,1.29548,0.3614,0.3166,0.322,Bundesliga,8,10,3,3,1,12,7.8,23.5556
10480,1294722,122,121,2018-12-18 19:30:00,3,2018,2,2,Hertha Berlin,Augsburg,1.74712,0.728652,0.6532,0.2304,0.1164,Bundesliga,18,9,7,2,6,3,6.2258,7.7273
10473,1294677,124,119,2018-12-19 17:30:00,3,2018,1,2,Schalke 04,Bayer Leverkusen,1.84453,0.683564,0.6904,0.2167,0.0929,Bundesliga,18,8,4,5,8,2,7.7941,5.5111
10472,1294676,117,136,2018-12-19 19:30:00,3,2018,1,0,Bayern Munich,RasenBallsport Leipzig,1.81321,0.721767,0.6754,0.224,0.1006,Bundesliga,10,8,4,2,7,0,11.8788,6.4074
10474,1294680,123,120,2018-12-19 19:30:00,3,2018,1,1,Werder Bremen,Hoffenheim,2.39195,1.90654,0.487,0.2247,0.2883,Bundesliga,26,14,5,4,11,4,8.6429,10.8
10475,1294683,135,128,2018-12-19 19:30:00,3,2018,1,1,Freiburg,Hannover 96,1.62711,2.01561,0.2757,0.2598,0.4645,Bundesliga,14,18,7,3,3,7,9.8333,8.9355
10476,1294686,125,132,2018-12-19 19:30:00,3,2018,2,2,Mainz 05,Eintracht Frankfurt,1.61471,1.09488,0.4943,0.2712,0.2345,Bundesliga,17,12,6,4,5,3,6.8846,7.2069
10483,1294698,129,130,2018-12-21 19:30:00,3,2018,2,1,Borussia Dortmund,Borussia M.Gladbach,1.79527,0.517203,0.7486,0.2094,0.042,Bundesliga,12,3,4,2,13,1,22.8889,16.8519
10481,1294720,234,135,2018-12-22 14:30:00,3,2018,0,1,Nuernberg,Freiburg,1.13859,0.318199,0.6062,0.2976,0.0962,Bundesliga,15,7,3,3,8,3,14.9524,8.5455
10484,1294701,119,122,2018-12-22 14:30:00,3,2018,3,1,Bayer Leverkusen,Hertha Berlin,1.82482,1.26734,0.5109,0.2578,0.2313,Bundesliga,15,14,7,8,9,5,16.4167,17.2941
10485,1294704,136,123,2018-12-22 14:30:00,3,2018,3,2,RasenBallsport Leipzig,Werder Bremen,1.93805,2.10073,0.3425,0.2471,0.4104,Bundesliga,13,15,5,6,7,6,11.6316,11.6897
10486,1294707,133,124,2018-12-22 14:30:00,3,2018,1,3,VfB Stuttgart,Schalke 04,1.22362,2.42656,0.1346,0.1861,0.6793,Bundesliga,17,14,5,6,1,10,18.0,9.5
10489,1294716,128,233,2018-12-22 14:30:00,3,2018,0,1,Hannover 96,Fortuna Duesseldorf,0.6702,1.13166,0.2017,0.3195,0.4788,Bundesliga,17,14,3,6,5,5,10.2222,6.3077
10487,1294710,132,117,2018-12-22 17:30:00,3,2018,0,3,Eintracht Frankfurt,Bayern Munich,1.31242,2.04036,0.1834,0.2417,0.5749,Bundesliga,10,9,3,7,3,12,14.0,17.2857
10488,1294713,121,131,2018-12-23 14:30:00,3,2018,2,3,Augsburg,Wolfsburg,0.382344,2.66718,0.0143,0.0634,0.9223,Bundesliga,10,16,4,5,7,8,6.5,9.9677
10482,1294695,120,125,2018-12-23 17:00:00,3,2018,1,1,Hoffenheim,Mainz 05,2.21326,0.963816,0.6773,0.2043,0.1184,Bundesliga,29,12,7,5,12,7,19.7368,7.3478
10497,1294727,120,117,2019-01-18 19:30:00,3,2018,1,3,Hoffenheim,Bayern Munich,1.1596,3.31311,0.0485,0.1063,0.8452,Bundesliga,13,21,5,9,7,17,12.7273,12.5
10491,1294682,133,125,2019-01-19 14:30:00,3,2018,2,3,VfB Stuttgart,Mainz 05,3.20149,1.17715,0.8076,0.1201,0.0723,Bundesliga,28,14,8,4,18,8,12.2273,4.7241
10492,1294685,132,135,2019-01-19 14:30:00,3,2018,3,1,Eintracht Frankfurt,Freiburg,2.9107,1.54911,0.7117,0.1674,0.1209,Bundesliga,9,21,4,7,5,5,15.125,8.6452
10493,1294688,121,233,2019-01-19 14:30:00,3,2018,1,2,Augsburg,Fortuna Duesseldorf,0.869957,1.0413,0.2918,0.3328,0.3754,Bundesliga,13,11,6,3,3,3,16.8235,12.7826
10494,1294691,128,123,2019-01-19 14:30:00,3,2018,0,1,Hannover 96,Werder Bremen,0.516442,2.168,0.0523,0.1394,0.8083,Bundesliga,10,23,1,13,7,8,8.4074,9.2917
10498,1294730,119,130,2019-01-19 14:30:00,3,2018,0,1,Bayer Leverkusen,Borussia M.Gladbach,1.20925,0.747044,0.4701,0.308,0.2219,Bundesliga,22,7,10,3,6,4,16.8636,6.5484
10490,1294679,136,129,2019-01-19 17:30:00,3,2018,0,1,RasenBallsport Leipzig,Borussia Dortmund,0.778946,1.02216,0.2596,0.3294,0.411,Bundesliga,12,8,5,4,7,3,16.3333,7.878
10495,1294694,234,122,2019-01-20 14:30:00,3,2018,1,3,Nuernberg,Hertha Berlin,1.1239,2.24853,0.1279,0.2235,0.6486,Bundesliga,14,16,3,8,10,9,11.4,17.1429
10496,1294724,124,131,2019-01-20 17:00:00,3,2018,2,1,Schalke 04,Wolfsburg,3.02896,1.72547,0.6909,0.1835,0.1256,Bundesliga,20,12,5,5,4,2,10.7619,9.5313
10502,1294706,122,124,2019-01-25 19:30:00,3,2018,2,2,Hertha Berlin,Schalke 04,1.41796,1.03679,0.466,0.2814,0.2526,Bundesliga,11,13,4,6,7,2,11.7778,9.3333
10500,1294700,129,128,2019-01-26 14:30:00,3,2018,5,1,Borussia Dortmund,Hannover 96,2.89598,0.819503,0.8319,0.1147,0.0534,Bundesliga,18,11,9,3,14,5,13.6429,11.4737
10501,1294703,130,121,2019-01-26 14:30:00,3,2018,2,0,Borussia M.Gladbach,Augsburg,2.08047,0.777086,0.7442,0.2004,0.0554,Bundesliga,14,4,6,1,9,4,13.2609,16.0714
10504,1294712,135,120,2019-01-26 14:30:00,3,2018,2,4,Freiburg,Hoffenheim,1.77454,3.27125,0.1076,0.1616,0.7308,Bundesliga,20,16,8,11,3,6,6.8667,9.4242
10505,1294715,125,234,2019-01-26 14:30:00,3,2018,2,1,Mainz 05,Nuernberg,2.36343,0.32725,0.8966,0.085,0.0184,Bundesliga,19,8,4,3,7,2,9.0417,7.3333
10506,1294719,131,119,2019-01-26 14:30:00,3,2018,0,3,Wolfsburg,Bayer Leverkusen,1.19108,3.00387,0.0788,0.1431,0.7781,Bundesliga,11,23,4,14,3,14,11.5,11.8636
10503,1294709,123,132,2019-01-26 17:30:00,3,2018,2,2,Werder Bremen,Eintracht Frankfurt,2.6,1.64974,0.6081,0.2325,0.1594,Bundesliga,18,8,9,4,10,2,7.36,15.25
10499,1294697,117,133,2019-01-27 14:30:00,3,2018,4,1,Bayern Munich,VfB Stuttgart,3.41668,0.361664,0.9643,0.0288,0.0069,Bundesliga,19,7,6,2,15,2,21.8261,7.4737
10507,1294723,233,136,2019-01-27 17:00:00,3,2018,0,4,Fortuna Duesseldorf,RasenBallsport Leipzig,0.290714,2.02739,0.0286,0.1194,0.852,Bundesliga,10,12,0,9,2,3,10.7333,11.7273
10513,1294693,128,136,2019-02-01 19:30:00,3,2018,0,3,Hannover 96,RasenBallsport Leipzig,0.138262,2.35194,0.0079,0.0632,0.9289,Bundesliga,5,19,1,8,1,3,5.7778,11.0
10508,1294678,119,117,2019-02-02 14:30:00,3,2018,3,1,Bayer Leverkusen,Bayern Munich,1.2769,1.868,0.2257,0.2514,0.5229,Bundesliga,10,17,4,6,4,7,8.4516,8.931
10510,1294684,132,129,2019-02-02 14:30:00,3,2018,1,1,Eintracht Frankfurt,Borussia Dortmund,1.44338,1.8842,0.2635,0.2515,0.485,Bundesliga,12,13,7,4,3,11,18.0,8.8421
10511,1294687,122,131,2019-02-02 14:30:00,3,2018,0,1,Hertha Berlin,Wolfsburg,1.70071,1.18244,0.5038,0.2712,0.225,Bundesliga,11,8,4,4,4,5,12.75,8.2143
10514,1294696,234,123,2019-02-02 14:30:00,3,2018,1,1,Nuernberg,Werder Bremen,1.09967,1.10992,0.321,0.3524,0.3266,Bundesliga,11,10,2,3,2,5,7.3793,14.9091
10515,1294729,120,233,2019-02-02 14:30:00,3,2018,1,1,Hoffenheim,Fortuna Duesseldorf,1.63645,1.17944,0.4804,0.2885,0.2311,Bundesliga,14,9,4,5,3,1,16.1364,4.9667
10516,1294726,124,130,2019-02-02 17:30:00,3,2018,0,2,Schalke 04,Borussia M.Gladbach,0.663579,1.87388,0.0983,0.2115,0.6902,Bundesliga,10,16,1,9,2,5,10.2273,16.6957
10512,1294690,121,125,2019-02-03 14:30:00,3,2018,3,0,Augsburg,Mainz 05,3.79911,0.20019,0.9895,0.0094,0.0011,Bundesliga,16,5,8,0,4,6,10.3913,6.5
10509,1294681,133,135,2019-02-03 17:00:00,3,2018,2,2,VfB Stuttgart,Freiburg,0.850155,2.53349,0.0583,0.1324,0.8093,Bundesliga,17,16,4,4,8,4,21.9375,7.9375
10524,1294721,125,119,2019-02-08 19:30:00,3,2018,1,5,Mainz 05,Bayer Leverkusen,1.88457,3.30348,0.1223,0.1692,0.7085,Bundesliga,15,18,2,7,5,11,5.9545,17.0323
10518,1294702,129,120,2019-02-09 14:30:00,3,2018,3,3,Borussia Dortmund,Hoffenheim,1.99653,2.47538,0.2862,0.2226,0.4912,Bundesliga,16,14,7,6,13,8,12.8966,15.4375
10519,1294705,136,132,2019-02-09 14:30:00,3,2018,0,0,RasenBallsport Leipzig,Eintracht Frankfurt,1.59427,0.501519,0.67,0.2369,0.0931,Bundesliga,15,6,1,2,6,6,8.0,11.0
10520,1294708,130,122,2019-02-09 14:30:00,3,2018,0,3,Borussia M.Gladbach,Hertha Berlin,1.30285,2.49289,0.129,0.1929,0.6781,Bundesliga,12,10,4,4,13,7,29.6923,15.5455
10522,1294714,128,234,2019-02-09 14:30:00,3,2018,2,0,Hannover 96,Nuernberg,1.4289,0.981416,0.4734,0.3004,0.2262,Bundesliga,19,10,8,1,6,5,14.9444,5.45
10523,1294717,135,131,2019-02-09 14:30:00,3,2018,3,3,Freiburg,Wolfsburg,0.818616,1.91629,0.1035,0.211,0.6855,Bundesliga,10,16,4,4,8,8,12.15,10.5455
10517,1294699,117,124,2019-02-09 17:30:00,3,2018,3,1,Bayern Munich,Schalke 04,2.35845,1.39766,0.6014,0.2394,0.1592,Bundesliga,16,7,4,5,17,1,28.8571,5.871
10521,1294711,123,121,2019-02-10 14:30:00,3,2018,4,0,Werder Bremen,Augsburg,1.66903,1.05801,0.53,0.2568,0.2132,Bundesliga,13,13,5,3,4,1,13.8,19.2105
10525,1294725,233,133,2019-02-10 17:00:00,3,2018,3,0,Fortuna Duesseldorf,VfB Stuttgart,1.64721,1.1803,0.4866,0.2593,0.2541,Bundesliga,15,15,6,2,7,5,8.52,11.96
10531,1294812,121,117,2019-02-15 19:30:00,3,2018,2,3,Augsburg,Bayern Munich,0.510867,2.20232,0.0525,0.152,0.7955,Bundesliga,8,17,2,8,0,11,6.0476,24.2778
10526,1294797,120,128,2019-02-16 14:30:00,3,2018,3,0,Hoffenheim,Hannover 96,3.59387,0.41327,0.9615,0.0326,0.0059,Bundesliga,27,6,11,1,13,2,17.6111,5.9714
10528,1294803,133,136,2019-02-16 14:30:00,3,2018,1,3,VfB Stuttgart,RasenBallsport Leipzig,1.36671,1.32163,0.3471,0.3435,0.3094,Bundesliga,8,8,3,4,4,2,13.2222,6.3235
10532,1294815,131,125,2019-02-16 14:30:00,3,2018,3,0,Wolfsburg,Mainz 05,2.13855,0.719281,0.764,0.1675,0.0685,Bundesliga,17,12,6,4,9,5,20.0769,15.4615
10534,1294728,124,135,2019-02-16 14:30:00,3,2018,0,0,Schalke 04,Freiburg,0.609421,1.09678,0.1796,0.323,0.4974,Bundesliga,12,12,2,3,3,5,8.6786,19.375
10530,1294809,122,123,2019-02-16 17:30:00,3,2018,1,1,Hertha Berlin,Werder Bremen,1.09705,0.390094,0.5536,0.3267,0.1197,Bundesliga,11,8,2,2,6,4,6.3226,12.5652
10529,1294806,132,130,2019-02-17 14:30:00,3,2018,1,1,Eintracht Frankfurt,Borussia M.Gladbach,1.16069,1.17016,0.3444,0.317,0.3386,Bundesliga,13,14,4,5,3,9,10.2105,13.4583
10527,1294800,119,233,2019-02-17 17:00:00,3,2018,2,0,Bayer Leverkusen,Fortuna Duesseldorf,1.90354,0.209187,0.8535,0.1254,0.0211,Bundesliga,13,3,7,0,6,0,35.8095,8.3077
10533,1294818,234,129,2019-02-18 19:30:00,3,2018,0,0,Nuernberg,Borussia Dortmund,0.498008,0.930531,0.1881,0.3655,0.4464,Bundesliga,7,17,2,6,1,3,9.3684,25.8667
10539,1294833,123,133,2019-02-22 19:30:00,3,2018,1,1,Werder Bremen,VfB Stuttgart,1.23401,0.946008,0.4231,0.3478,0.2291,Bundesliga,15,8,4,4,7,3,29.7143,10.1333
10535,1294821,117,122,2019-02-23 14:30:00,3,2018,1,0,Bayern Munich,Hertha Berlin,0.989434,0.279649,0.5777,0.3321,0.0902,Bundesliga,12,9,4,2,4,6,13.3448,7.8929
10538,1294830,130,131,2019-02-23 14:30:00,3,2018,0,3,Borussia M.Gladbach,Wolfsburg,1.18063,0.794633,0.4468,0.3334,0.2198,Bundesliga,16,6,5,3,9,3,32.8889,10.92
10541,1294839,135,121,2019-02-23 14:30:00,3,2018,5,1,Freiburg,Augsburg,2.01296,1.54501,0.4852,0.2469,0.2679,Bundesliga,19,14,11,4,7,6,8.1429,10.0333
10542,1294842,125,124,2019-02-23 14:30:00,3,2018,3,0,Mainz 05,Schalke 04,2.44926,0.749874,0.796,0.1444,0.0596,Bundesliga,20,10,6,3,8,3,3.6571,13.6818
10543,1294845,233,234,2019-02-23 17:30:00,3,2018,2,1,Fortuna Duesseldorf,Nuernberg,1.55152,0.112551,0.7996,0.1833,0.0171,Bundesliga,18,6,7,2,11,0,27.2727,5.3636
10540,1294836,128,132,2019-02-24 14:30:00,3,2018,0,3,Hannover 96,Eintracht Frankfurt,0.392236,2.33768,0.0337,0.1107,0.8556,Bundesliga,9,14,3,8,6,5,11.1579,9.5652
10536,1294824,129,119,2019-02-24 17:00:00,3,2018,3,2,Borussia Dortmund,Bayer Leverkusen,1.05083,1.26295,0.2951,0.3061,0.3988,Bundesliga,9,13,4,4,4,4,7.9615,19.2609
10537,1294827,136,120,2019-02-25 19:30:00,3,2018,1,1,RasenBallsport Leipzig,Hoffenheim,1.91108,1.30993,0.5127,0.2723,0.215,Bundesliga,14,7,4,4,7,4,5.1333,5.2889
10550,1294758,121,129,2019-03-01 19:30:00,3,2018,2,1,Augsburg,Borussia Dortmund,0.961029,2.85445,0.0536,0.1231,0.8233,Bundesliga,9,17,4,8,0,12,7.8095,21.0
10544,1294734,124,233,2019-03-02 14:30:00,3,2018,0,4,Schalke 04,Fortuna Duesseldorf,0.708083,2.89494,0.0294,0.0856,0.885,Bundesliga,7,14,2,5,6,4,8.8077,5.8182
10545,1294738,119,135,2019-03-02 14:30:00,3,2018,2,0,Bayer Leverkusen,Freiburg,3.25987,0.26273,0.99,0.0086,0.0014,Bundesliga,18,8,5,3,11,2,31.2632,9.5714
10547,1294746,132,120,2019-03-02 14:30:00,3,2018,3,2,Eintracht Frankfurt,Hoffenheim,2.30575,1.76367,0.5126,0.2344,0.253,Bundesliga,19,20,10,7,12,5,9.5714,6.5676
10549,1294754,122,125,2019-03-02 14:30:00,3,2018,2,1,Hertha Berlin,Mainz 05,1.77228,0.83743,0.6455,0.2268,0.1277,Bundesliga,11,13,4,1,3,7,13.8261,5.5172
10552,1294766,234,136,2019-03-02 14:30:00,3,2018,0,1,Nuernberg,RasenBallsport Leipzig,1.02688,0.920561,0.3777,0.3562,0.2661,Bundesliga,7,12,1,5,6,4,4.2821,10.2857
10548,1294750,130,117,2019-03-02 17:30:00,3,2018,1,5,Borussia M.Gladbach,Bayern Munich,0.58281,5.94023,0.0005,0.0028,0.9967,Bundesliga,11,19,2,14,3,15,15.7647,45.0833
10546,1294742,133,128,2019-03-03 14:30:00,3,2018,5,1,VfB Stuttgart,Hannover 96,2.6743,0.613856,0.8645,0.1112,0.0243,Bundesliga,14,3,8,1,7,4,11.3333,8.6667
10551,1294762,131,123,2019-03-03 17:00:00,3,2018,1,1,Wolfsburg,Werder Bremen,1.16809,1.83543,0.2051,0.2429,0.552,Bundesliga,13,12,5,3,4,5,14.1905,7.3636
10557,1294786,123,124,2019-03-08 19:30:00,3,2018,4,2,Werder Bremen,Schalke 04,2.44765,1.53919,0.6049,0.213,0.1821,Bundesliga,20,14,7,8,9,11,15.5455,5.5385
10553,1294770,117,131,2019-03-09 14:30:00,3,2018,6,0,Bayern Munich,Wolfsburg,3.77617,0.159247,0.9861,0.0127,0.0012,Bundesliga,20,4,12,1,11,0,33.5455,10.8261
10555,1294778,129,133,2019-03-09 14:30:00,3,2018,3,1,Borussia Dortmund,VfB Stuttgart,2.5589,0.897914,0.795,0.1457,0.0593,Bundesliga,18,7,8,1,11,2,19.8571,8.1111
10556,1294782,136,121,2019-03-09 14:30:00,3,2018,0,0,RasenBallsport Leipzig,Augsburg,2.35335,0.181299,0.9039,0.0847,0.0114,Bundesliga,16,5,4,3,20,3,30.8,5.7083
10560,1294736,135,122,2019-03-09 14:30:00,3,2018,2,1,Freiburg,Hertha Berlin,0.972717,1.0226,0.3189,0.3464,0.3347,Bundesliga,9,16,4,6,3,3,5.4074,20.3125
10559,1294740,125,130,2019-03-09 17:30:00,3,2018,0,1,Mainz 05,Borussia M.Gladbach,0.578029,1.20097,0.148,0.2947,0.5573,Bundesliga,14,9,2,4,10,4,18.0,18.8636
10554,1294774,120,234,2019-03-10 14:30:00,3,2018,2,1,Hoffenheim,Nuernberg,2.64002,0.79045,0.8329,0.1249,0.0422,Bundesliga,16,11,6,5,12,3,27.3333,6.1818
10561,1294732,128,119,2019-03-10 17:00:00,3,2018,2,3,Hannover 96,Bayer Leverkusen,0.672836,2.44206,0.0372,0.1219,0.8409,Bundesliga,11,16,4,5,3,15,4.4667,8.9677
10558,1294744,233,132,2019-03-11 19:30:00,3,2018,0,3,Fortuna Duesseldorf,Eintracht Frankfurt,0.837274,2.76254,0.0241,0.1061,0.8698,Bundesliga,6,15,3,6,3,2,8.931,16.5625
10569,1294768,130,135,2019-03-15 19:30:00,3,2018,1,1,Borussia M.Gladbach,Freiburg,1.17388,0.514838,0.5654,0.3018,0.1328,Bundesliga,12,10,2,2,12,3,18.7273,14.2308
10562,1294760,133,120,2019-03-16 14:30:00,3,2018,1,1,VfB Stuttgart,Hoffenheim,1.35935,2.90274,0.1128,0.1657,0.7215,Bundesliga,13,21,2,8,4,15,7.7619,19.0556
10564,1294752,124,136,2019-03-16 14:30:00,3,2018,0,1,Schalke 04,RasenBallsport Leipzig,1.01343,1.69354,0.1694,0.2753,0.5553,Bundesliga,16,16,3,4,7,7,6.4737,5.9643
10566,1294780,131,233,2019-03-16 14:30:00,3,2018,5,2,Wolfsburg,Fortuna Duesseldorf,3.87623,1.93907,0.7977,0.125,0.0773,Bundesliga,18,18,10,6,4,2,14.75,6.5882
10567,1294776,121,128,2019-03-16 14:30:00,3,2018,3,1,Augsburg,Hannover 96,1.35782,1.4864,0.3256,0.2707,0.4037,Bundesliga,22,13,10,4,16,9,17.1875,5.4483
10568,1294772,122,129,2019-03-16 17:30:00,3,2018,2,3,Hertha Berlin,Borussia Dortmund,2.20854,2.23731,0.3708,0.27,0.3592,Bundesliga,7,25,4,8,8,11,14.4286,9.5417
10563,1294756,119,123,2019-03-17 12:30:00,3,2018,1,3,Bayer Leverkusen,Werder Bremen,0.917302,1.31225,0.2396,0.2835,0.4769,Bundesliga,15,11,2,5,15,2,19.9474,6.3913
10570,1294764,132,234,2019-03-17 14:30:00,3,2018,1,0,Eintracht Frankfurt,Nuernberg,2.58949,0.702802,0.8291,0.1246,0.0463,Bundesliga,23,9,4,3,17,2,14.5,6.7273
10565,1294748,117,125,2019-03-17 17:00:00,3,2018,6,0,Bayern Munich,Mainz 05,2.66818,0.302976,0.9115,0.0737,0.0148,Bundesliga,22,7,11,1,18,5,35.25,7.7895
10571,1294784,120,119,2019-03-29 19:30:00,3,2018,4,1,Hoffenheim,Bayer Leverkusen,2.4473,1.71436,0.5716,0.2308,0.1976,Bundesliga,12,17,4,5,3,13,10.05,17.2174
10572,1294788,129,131,2019-03-30 14:30:00,3,2018,2,0,Borussia Dortmund,Wolfsburg,1.45093,0.171788,0.7702,0.2031,0.0267,Bundesliga,11,6,5,3,3,2,10.8696,13.4
10575,1294749,234,121,2019-03-30 14:30:00,3,2018,3,0,Nuernberg,Augsburg,1.76901,0.867874,0.6346,0.226,0.1394,Bundesliga,11,15,4,3,2,5,8.9583,14.8
10576,1294733,123,125,2019-03-30 14:30:00,3,2018,3,1,Werder Bremen,Mainz 05,1.22854,0.998556,0.4246,0.3034,0.272,Bundesliga,8,14,4,5,6,2,11.0667,8.0833
10578,1294741,135,117,2019-03-30 14:30:00,3,2018,1,1,Freiburg,Bayern Munich,0.719026,3.23843,0.0288,0.0755,0.8957,Bundesliga,12,27,5,8,3,12,5.4688,28.1333
10579,1294745,233,130,2019-03-30 14:30:00,3,2018,3,1,Fortuna Duesseldorf,Borussia M.Gladbach,1.66988,1.34223,0.461,0.2676,0.2714,Bundesliga,8,14,4,6,4,9,6.8696,22.6667
10573,1294791,136,122,2019-03-30 17:30:00,3,2018,5,0,RasenBallsport Leipzig,Hertha Berlin,5.04475,0.895578,0.9876,0.0101,0.0023,Bundesliga,22,6,9,0,16,4,17.8,17.3684
10577,1294737,128,124,2019-03-31 13:30:00,3,2018,0,1,Hannover 96,Schalke 04,0.755656,0.864608,0.2882,0.3507,0.3611,Bundesliga,15,6,3,3,4,4,12.2308,5.3125
10574,1294793,132,133,2019-03-31 16:00:00,3,2018,3,0,Eintracht Frankfurt,VfB Stuttgart,2.00509,0.569489,0.7641,0.1637,0.0722,Bundesliga,11,9,5,3,6,4,12.8333,7.3846
10587,1294781,125,135,2019-04-05 19:30:00,3,2018,5,0,Mainz 05,Freiburg,2.27396,1.80652,0.5019,0.242,0.2561,Bundesliga,9,17,5,5,6,6,6.1071,14.9643
10581,1294757,124,132,2019-04-06 14:30:00,3,2018,1,2,Schalke 04,Eintracht Frankfurt,1.19525,2.24621,0.1027,0.2229,0.6744,Bundesliga,6,16,4,5,3,2,5.3043,9.6429
10582,1294761,119,136,2019-04-06 14:30:00,3,2018,2,4,Bayer Leverkusen,RasenBallsport Leipzig,2.1254,1.44447,0.5646,0.2562,0.1792,Bundesliga,10,8,4,4,9,1,11.2121,8.05
10583,1294765,133,234,2019-04-06 14:30:00,3,2018,1,1,VfB Stuttgart,Nuernberg,1.62221,2.37695,0.2018,0.2186,0.5796,Bundesliga,13,20,4,6,6,5,11.8333,7.3103
10585,1294773,122,233,2019-04-06 14:30:00,3,2018,1,2,Hertha Berlin,Fortuna Duesseldorf,1.90031,2.72781,0.2024,0.2163,0.5813,Bundesliga,13,15,3,7,7,4,16.4091,6.7419
10588,1294785,131,128,2019-04-06 14:30:00,3,2018,3,1,Wolfsburg,Hannover 96,1.43754,1.54016,0.3231,0.2739,0.403,Bundesliga,12,11,5,4,9,5,14.9,7.3043
10580,1294753,117,129,2019-04-06 17:30:00,3,2018,5,0,Bayern Munich,Borussia Dortmund,4.30876,0.478204,0.986,0.0123,0.0017,Bundesliga,22,4,10,1,10,3,33.1818,11.75
10586,1294777,121,120,2019-04-07 14:30:00,3,2018,0,4,Augsburg,Hoffenheim,0.653608,3.60653,0.0172,0.0535,0.9293,Bundesliga,8,19,0,9,5,10,12.625,11.3235
10584,1294769,130,123,2019-04-07 17:00:00,3,2018,1,1,Borussia M.Gladbach,Werder Bremen,1.99752,1.05039,0.6258,0.2258,0.1484,Bundesliga,15,12,3,6,10,3,14.4545,13.9474
10597,1294747,234,124,2019-04-12 19:30:00,3,2018,1,1,Nuernberg,Schalke 04,2.35613,0.850368,0.7611,0.158,0.0809,Bundesliga,17,16,6,2,9,5,9.6923,10.8824
10591,1294794,136,131,2019-04-13 14:30:00,3,2018,2,0,RasenBallsport Leipzig,Wolfsburg,2.11199,0.38877,0.8134,0.1431,0.0435,Bundesliga,21,6,10,2,7,5,10.6111,6.4412
10592,1294795,133,119,2019-04-13 14:30:00,3,2018,0,1,VfB Stuttgart,Bayer Leverkusen,0.444283,2.53521,0.0279,0.0941,0.878,Bundesliga,12,17,5,5,5,10,10.5714,15.6429
10594,1294735,123,135,2019-04-13 14:30:00,3,2018,2,1,Werder Bremen,Freiburg,1.81623,0.55263,0.7141,0.2031,0.0828,Bundesliga,16,9,7,5,8,3,22.1538,4.2162
10595,1294739,128,130,2019-04-13 14:30:00,3,2018,0,1,Hannover 96,Borussia M.Gladbach,1.36963,1.76261,0.2782,0.2606,0.4612,Bundesliga,12,19,5,9,3,10,10.1111,12.1923
10590,1294792,129,125,2019-04-13 17:30:00,3,2018,2,1,Borussia Dortmund,Mainz 05,2.13802,2.93676,0.1821,0.2302,0.5877,Bundesliga,12,17,7,9,8,6,17.3077,14.6667
10589,1294789,120,122,2019-04-14 12:30:00,3,2018,2,0,Hoffenheim,Hertha Berlin,3.53386,0.305091,0.9612,0.0322,0.0066,Bundesliga,29,5,7,2,14,7,14.16,6.0286
10596,1294743,233,117,2019-04-14 14:30:00,3,2018,1,4,Fortuna Duesseldorf,Bayern Munich,0.972295,3.34878,0.0173,0.0737,0.909,Bundesliga,7,19,2,10,1,12,8.8077,33.3571
10593,1294731,132,121,2019-04-14 17:00:00,3,2018,1,3,Eintracht Frankfurt,Augsburg,2.09741,2.22016,0.3584,0.232,0.4096,Bundesliga,18,16,4,6,8,8,9.1667,10.0833
10598,1294751,117,123,2019-04-20 14:30:00,3,2018,1,0,Bayern Munich,Werder Bremen,2.60771,0.134891,0.9266,0.0671,0.0063,Bundesliga,28,3,7,0,12,1,27.8462,7.15
10599,1294759,119,234,2019-04-20 14:30:00,3,2018,2,0,Bayer Leverkusen,Nuernberg,1.51156,0.245739,0.7205,0.2267,0.0528,Bundesliga,21,5,9,1,20,7,22.75,8.25
10602,1294771,121,133,2019-04-20 14:30:00,3,2018,6,0,Augsburg,VfB Stuttgart,2.39187,1.38001,0.6221,0.2165,0.1614,Bundesliga,23,13,13,4,9,5,19.5333,12.0435
