match_id,is_result,home_team_id,home_team,home_team_short,away_team_id,away_team,away_team_short,home_goals,away_goals,home_xG,away_xG,match_datetime,forecast_win,forecast_draw,forecast_loss,league,year
12462,True,119,Bayer Leverkusen,LEV,136,RasenBallsport Leipzig,RBL,1,1,1.6617,2.45811,2019-10-05 14:30:00,0.1843,0.2403,0.5754,Bundesliga,2019
12457,True,124,Schalke 04,SCH,134,FC Cologne,COL,1,1,2.04637,1.04818,2019-10-05 17:30:00,0.6428,0.2159,0.1413,Bundesliga,2019
12465,True,130,Borussia M.Gladbach,BMG,121,Augsburg,AUG,5,1,3.59033,1.35488,2019-10-06 12:30:00,0.8657,0.0928,0.0415,Bundesliga,2019
12463,True,131,Wolfsburg,WOL,240,Union Berlin,UNI,1,0,1.80334,0.511105,2019-10-06 14:30:00,0.7255,0.1915,0.083,Bundesliga,2019
12464,True,132,Eintracht Frankfurt,EIN,123,Werder Bremen,WER,2,2,2.95637,1.75811,2019-10-06 17:00:00,0.6882,0.2011,0.1107,Bundesliga,2019
12471,True,132,Eintracht Frankfurt,EIN,119,Bayer Leverkusen,LEV,3,0,2.73688,1.58917,2019-10-18 19:30:00,0.6558,0.1813,0.1629,Bundesliga,2019
12466,True,121,Augsburg,AUG,117,Bayern Munich,BAY,2,2,2.14428,3.06071,2019-10-19 14:30:00,0.1888,0.2189,0.5923,Bundesliga,2019
12468,True,240,Union Berlin,UNI,135,Freiburg,FRE,2,0,1.47678,0.565578,2019-10-19 14:30:00,0.6377,0.2485,0.1138,Bundesliga,2019
12470,True,136,RasenBallsport Leipzig,RBL,131,Wolfsburg,WOL,1,1,1.35769,1.69441,2019-10-19 14:30:00,0.2631,0.2892,0.4477,Bundesliga,2019
12472,True,123,Werder Bremen,WER,122,Hertha Berlin,HER,1,1,0.967641,0.353813,2019-10-19 14:30:00,0.5119,0.36,0.1281,Bundesliga,2019
12474,True,233,Fortuna Duesseldorf,FOR,125,Mainz 05,MAI,1,0,2.01829,0.236283,2019-10-19 14:30:00,0.8656,0.112,0.0224,Bundesliga,2019
12469,True,129,Borussia Dortmund,DOR,130,Borussia M.Gladbach,BMG,1,0,1.62968,3.217,2019-10-19 17:30:00,0.094,0.1433,0.7627,Bundesliga,2019
12467,True,134,FC Cologne,COL,205,Paderborn,PAD,3,0,2.41631,0.574545,2019-10-20 14:30:00,0.8171,0.1326,0.0503,Bundesliga,2019
12473,True,120,Hoffenheim,HOF,124,Schalke 04,SCH,2,0,0.973105,0.859284,2019-10-20 17:00:00,0.3716,0.3601,0.2683,Bundesliga,2019
12483,True,125,Mainz 05,MAI,134,FC Cologne,COL,3,1,1.54568,1.52391,2019-10-25 19:30:00,0.3765,0.271,0.3525,Bundesliga,2019
12476,True,117,Bayern Munich,BAY,240,Union Berlin,UNI,2,1,2.88476,1.7324,2019-10-26 14:30:00,0.6539,0.2096,0.1365,Bundesliga,2019
12477,True,205,Paderborn,PAD,233,Fortuna Duesseldorf,FOR,2,0,0.738686,1.43646,2019-10-26 14:30:00,0.1721,0.2729,0.555,Bundesliga,2019
12478,True,124,Schalke 04,SCH,129,Borussia Dortmund,DOR,0,0,1.08518,0.346623,2019-10-26 14:30:00,0.5886,0.3096,0.1018,Bundesliga,2019
12481,True,135,Freiburg,FRE,136,RasenBallsport Leipzig,RBL,2,1,1.77638,2.55936,2019-10-26 14:30:00,0.1965,0.2302,0.5733,Bundesliga,2019
12482,True,122,Hertha Berlin,HER,120,Hoffenheim,HOF,2,3,2.37055,2.93074,2019-10-26 14:30:00,0.2603,0.2297,0.51,Bundesliga,2019
12475,True,119,Bayer Leverkusen,LEV,123,Werder Bremen,WER,2,2,2.95018,0.502517,2019-10-26 17:30:00,0.9148,0.0663,0.0189,Bundesliga,2019
12480,True,131,Wolfsburg,WOL,121,Augsburg,AUG,0,0,0.955818,0.741183,2019-10-27 14:30:00,0.3998,0.3414,0.2588,Bundesliga,2019
12479,True,130,Borussia M.Gladbach,BMG,132,Eintracht Frankfurt,EIN,4,2,1.99947,0.997822,2019-10-27 17:00:00,0.6378,0.2184,0.1438,Bundesliga,2019
12489,True,120,Hoffenheim,HOF,205,Paderborn,PAD,3,0,1.89547,0.464343,2019-11-01 19:30:00,0.7621,0.1757,0.0622,Bundesliga,2019
12484,True,129,Borussia Dortmund,DOR,131,Wolfsburg,WOL,3,0,2.14832,1.31443,2019-11-02 14:30:00,0.5933,0.2263,0.1804,Bundesliga,2019
12485,True,136,RasenBallsport Leipzig,RBL,125,Mainz 05,MAI,8,0,3.95826,0.85545,2019-11-02 14:30:00,0.9461,0.0422,0.0117,Bundesliga,2019
12486,True,119,Bayer Leverkusen,LEV,130,Borussia M.Gladbach,BMG,1,2,2.12992,2.05874,2019-11-02 14:30:00,0.3762,0.2549,0.3689,Bundesliga,2019
12487,True,132,Eintracht Frankfurt,EIN,117,Bayern Munich,BAY,5,1,2.99704,1.08228,2019-11-02 14:30:00,0.8211,0.1211,0.0578,Bundesliga,2019
12488,True,123,Werder Bremen,WER,135,Freiburg,FRE,2,2,2.02587,0.873641,2019-11-02 14:30:00,0.6763,0.1995,0.1242,Bundesliga,2019
12492,True,240,Union Berlin,UNI,122,Hertha Berlin,HER,1,0,1.31187,0.415645,2019-11-02 17:30:00,0.6757,0.2473,0.077,Bundesliga,2019
12490,True,233,Fortuna Duesseldorf,FOR,134,FC Cologne,COL,2,0,2.18646,1.03434,2019-11-03 14:30:00,0.6952,0.2032,0.1016,Bundesliga,2019
12491,True,121,Augsburg,AUG,124,Schalke 04,SCH,2,3,1.55099,0.355124,2019-11-03 17:00:00,0.7588,0.1911,0.0501,Bundesliga,2019
12498,True,134,FC Cologne,COL,120,Hoffenheim,HOF,1,2,0.638731,1.6191,2019-11-08 19:30:00,0.104,0.2315,0.6645,Bundesliga,2019
12494,True,122,Hertha Berlin,HER,136,RasenBallsport Leipzig,RBL,2,4,0.46433,1.93927,2019-11-09 14:30:00,0.036,0.1291,0.8349,Bundesliga,2019
12495,True,125,Mainz 05,MAI,240,Union Berlin,UNI,2,3,2.04684,1.5394,2019-11-09 14:30:00,0.4996,0.2481,0.2523,Bundesliga,2019
12497,True,124,Schalke 04,SCH,233,Fortuna Duesseldorf,FOR,3,3,1.23132,2.06462,2019-11-09 14:30:00,0.1516,0.2376,0.6108,Bundesliga,2019
12499,True,205,Paderborn,PAD,121,Augsburg,AUG,0,1,1.20293,1.09006,2019-11-09 14:30:00,0.3831,0.3242,0.2927,Bundesliga,2019
12493,True,117,Bayern Munich,BAY,129,Borussia Dortmund,DOR,4,0,3.90951,0.608676,2019-11-09 17:30:00,0.969,0.0272,0.0038,Bundesliga,2019
12500,True,130,Borussia M.Gladbach,BMG,123,Werder Bremen,WER,3,1,2.15941,1.59871,2019-11-10 12:30:00,0.5059,0.2537,0.2404,Bundesliga,2019
12501,True,131,Wolfsburg,WOL,119,Bayer Leverkusen,LEV,0,2,0.571444,1.20713,2019-11-10 14:30:00,0.1639,0.3051,0.531,Bundesliga,2019
12496,True,135,Freiburg,FRE,132,Eintracht Frankfurt,EIN,1,0,0.773034,1.13495,2019-11-10 17:00:00,0.2278,0.3214,0.4508,Bundesliga,2019
12502,True,129,Borussia Dortmund,DOR,205,Paderborn,PAD,3,3,1.9077,2.10743,2019-11-22 19:30:00,0.3193,0.2439,0.4368,Bundesliga,2019
12503,True,119,Bayer Leverkusen,LEV,135,Freiburg,FRE,1,1,3.96943,1.25233,2019-11-23 14:30:00,0.9096,0.0698,0.0206,Bundesliga,2019
12505,True,233,Fortuna Duesseldorf,FOR,117,Bayern Munich,BAY,0,4,0.443491,3.81728,2019-11-23 14:30:00,0.0026,0.0229,0.9745,Bundesliga,2019
12507,True,123,Werder Bremen,WER,124,Schalke 04,SCH,1,2,1.7254,0.660152,2019-11-23 14:30:00,0.6936,0.218,0.0884,Bundesliga,2019
12508,True,132,Eintracht Frankfurt,EIN,131,Wolfsburg,WOL,0,2,0.848135,1.35049,2019-11-23 14:30:00,0.2162,0.2784,0.5054,Bundesliga,2019
12509,True,240,Union Berlin,UNI,130,Borussia M.Gladbach,BMG,2,0,1.49758,0.95814,2019-11-23 14:30:00,0.5253,0.2814,0.1933,Bundesliga,2019
12504,True,136,RasenBallsport Leipzig,RBL,134,FC Cologne,COL,4,1,2.57218,0.886616,2019-11-23 17:30:00,0.79,0.1481,0.0619,Bundesliga,2019
12510,True,121,Augsburg,AUG,122,Hertha Berlin,HER,4,0,1.76885,0.801011,2019-11-24 14:30:00,0.6362,0.2446,0.1192,Bundesliga,2019
12506,True,120,Hoffenheim,HOF,125,Mainz 05,MAI,1,5,2.15404,2.10482,2019-11-24 17:00:00,0.3994,0.2186,0.382,Bundesliga,2019
12515,True,124,Schalke 04,SCH,240,Union Berlin,UNI,2,1,1.27089,1.65551,2019-11-29 19:30:00,0.2606,0.277,0.4624,Bundesliga,2019
12513,True,122,Hertha Berlin,HER,129,Borussia Dortmund,DOR,1,2,0.751161,1.48269,2019-11-30 14:30:00,0.1566,0.2568,0.5866,Bundesliga,2019
12516,True,134,FC Cologne,COL,121,Augsburg,AUG,1,1,1.07293,2.28696,2019-11-30 14:30:00,0.1031,0.1833,0.7136,Bundesliga,2019
12517,True,205,Paderborn,PAD,136,RasenBallsport Leipzig,RBL,2,3,1.55563,1.79269,2019-11-30 14:30:00,0.3265,0.2477,0.4258,Bundesliga,2019
12518,True,120,Hoffenheim,HOF,233,Fortuna Duesseldorf,FOR,1,1,2.69182,0.884323,2019-11-30 14:30:00,0.8238,0.1207,0.0555,Bundesliga,2019
12512,True,117,Bayern Munich,BAY,119,Bayer Leverkusen,LEV,1,2,2.24624,1.44804,2019-11-30 17:30:00,0.5602,0.2165,0.2233,Bundesliga,2019
12511,True,130,Borussia M.Gladbach,BMG,135,Freiburg,FRE,4,2,5.28668,1.5268,2019-12-01 14:30:00,0.9672,0.0257,0.0071,Bundesliga,2019
12519,True,131,Wolfsburg,WOL,123,Werder Bremen,WER,2,3,2.7056,1.29088,2019-12-01 17:00:00,0.7363,0.1753,0.0884,Bundesliga,2019
12514,True,125,Mainz 05,MAI,132,Eintracht Frankfurt,EIN,2,1,2.05075,2.0102,2019-12-02 19:30:00,0.3865,0.253,0.3605,Bundesliga,2019
12524,True,132,Eintracht Frankfurt,EIN,122,Hertha Berlin,HER,2,2,2.6934,1.43518,2019-12-06 19:30:00,0.681,0.1932,0.1258,Bundesliga,2019
12520,True,129,Borussia Dortmund,DOR,233,Fortuna Duesseldorf,FOR,5,0,3.95015,0.102341,2019-12-07 14:30:00,0.9917,0.008,0.0003,Bundesliga,2019
12521,True,136,RasenBallsport Leipzig,RBL,120,Hoffenheim,HOF,3,1,3.5887,1.28019,2019-12-07 14:30:00,0.8615,0.0946,0.0439,Bundesliga,2019
12523,True,130,Borussia M.Gladbach,BMG,117,Bayern Munich,BAY,2,1,1.33084,1.74378,2019-12-07 14:30:00,0.2524,0.2912,0.4564,Bundesliga,2019
12526,True,135,Freiburg,FRE,131,Wolfsburg,WOL,1,0,0.434528,1.59205,2019-12-07 14:30:00,0.0777,0.203,0.7193,Bundesliga,2019
12527,True,121,Augsburg,AUG,125,Mainz 05,MAI,2,1,3.03979,0.426387,2019-12-07 14:30:00,0.9462,0.0437,0.0101,Bundesliga,2019
12522,True,119,Bayer Leverkusen,LEV,124,Schalke 04,SCH,2,1,3.0351,0.9976,2019-12-07 17:30:00,0.8362,0.117,0.0468,Bundesliga,2019
12528,True,240,Union Berlin,UNI,134,FC Cologne,COL,2,0,1.7912,0.772348,2019-12-08 14:30:00,0.664,0.2131,0.1229,Bundesliga,2019
12525,True,123,Werder Bremen,WER,205,Paderborn,PAD,0,1,0.8271,1.51679,2019-12-08 17:00:00,0.1661,0.2866,0.5473,Bundesliga,2019
12531,True,120,Hoffenheim,HOF,121,Augsburg,AUG,2,4,1.75727,2.22713,2019-12-13 19:30:00,0.2452,0.2503,0.5045,Bundesliga,2019
12529,True,117,Bayern Munich,BAY,123,Werder Bremen,WER,6,1,5.83554,0.536081,2019-12-14 14:30:00,0.9968,0.0029,0.0003,Bundesliga,2019
12533,True,122,Hertha Berlin,HER,135,Freiburg,FRE,1,0,0.930886,0.816692,2019-12-14 14:30:00,0.3584,0.3418,0.2998,Bundesliga,2019
12534,True,125,Mainz 05,MAI,129,Borussia Dortmund,DOR,0,4,0.233287,1.4717,2019-12-14 14:30:00,0.0488,0.229,0.7222,Bundesliga,2019
12536,True,134,FC Cologne,COL,119,Bayer Leverkusen,LEV,2,0,1.94644,0.226408,2019-12-14 14:30:00,0.8517,0.1258,0.0225,Bundesliga,2019
12537,True,205,Paderborn,PAD,240,Union Berlin,UNI,1,1,1.3758,1.79415,2019-12-14 14:30:00,0.2697,0.2666,0.4637,Bundesliga,2019
12532,True,233,Fortuna Duesseldorf,FOR,136,RasenBallsport Leipzig,RBL,0,3,0.263544,3.98532,2019-12-14 17:30:00,0.0021,0.0118,0.9861,Bundesliga,2019
12530,True,131,Wolfsburg,WOL,130,Borussia M.Gladbach,BMG,2,1,0.968068,0.502409,2019-12-15 14:30:00,0.4487,0.3622,0.1891,Bundesliga,2019
12535,True,124,Schalke 04,SCH,132,Eintracht Frankfurt,EIN,1,0,1.10732,1.01796,2019-12-15 17:00:00,0.3653,0.3139,0.3208,Bundesliga,2019
12543,True,123,Werder Bremen,WER,125,Mainz 05,MAI,0,5,0.48889,2.18253,2019-12-17 17:30:00,0.0548,0.1438,0.8014,Bundesliga,2019
12538,True,129,Borussia Dortmund,DOR,136,RasenBallsport Leipzig,RBL,3,3,1.89658,2.90735,2019-12-17 19:30:00,0.1677,0.2009,0.6314,Bundesliga,2019
12545,True,121,Augsburg,AUG,233,Fortuna Duesseldorf,FOR,3,0,1.4601,0.755838,2019-12-17 19:30:00,0.5601,0.2831,0.1568,Bundesliga,2019
12546,True,240,Union Berlin,UNI,120,Hoffenheim,HOF,0,2,1.53884,0.819222,2019-12-17 19:30:00,0.5518,0.28,0.1682,Bundesliga,2019
12539,True,119,Bayer Leverkusen,LEV,122,Hertha Berlin,HER,0,1,1.32267,1.51156,2019-12-18 17:30:00,0.3085,0.2735,0.418,Bundesliga,2019
12540,True,130,Borussia M.Gladbach,BMG,205,Paderborn,PAD,2,0,2.79858,0.508363,2019-12-18 19:30:00,0.8955,0.0805,0.024,Bundesliga,2019
12541,True,131,Wolfsburg,WOL,124,Schalke 04,SCH,1,1,2.99738,1.73056,2019-12-18 19:30:00,0.6859,0.1869,0.1272,Bundesliga,2019
12542,True,132,Eintracht Frankfurt,EIN,134,FC Cologne,COL,2,4,1.25773,2.13045,2019-12-18 19:30:00,0.183,0.2121,0.6049,Bundesliga,2019
12544,True,135,Freiburg,FRE,117,Bayern Munich,BAY,1,3,2.13825,4.41404,2019-12-18 19:30:00,0.0813,0.1066,0.8121,Bundesliga,2019
12549,True,120,Hoffenheim,HOF,129,Borussia Dortmund,DOR,2,1,1.33628,2.04502,2019-12-20 19:30:00,0.184,0.2617,0.5543,Bundesliga,2019
12547,True,117,Bayern Munich,BAY,131,Wolfsburg,WOL,2,0,1.58412,0.889656,2019-12-21 14:30:00,0.5512,0.2621,0.1867,Bundesliga,2019
12548,True,136,RasenBallsport Leipzig,RBL,121,Augsburg,AUG,3,1,3.84524,0.598351,2019-12-21 14:30:00,0.9697,0.026,0.0043,Bundesliga,2019
12552,True,125,Mainz 05,MAI,119,Bayer Leverkusen,LEV,0,1,2.49346,1.55537,2019-12-21 14:30:00,0.601,0.2114,0.1876,Bundesliga,2019
12553,True,124,Schalke 04,SCH,135,Freiburg,FRE,2,2,1.70201,2.56208,2019-12-21 14:30:00,0.1714,0.227,0.6016,Bundesliga,2019
12554,True,134,FC Cologne,COL,123,Werder Bremen,WER,1,0,1.03002,0.229787,2019-12-21 14:30:00,0.623,0.3159,0.0611,Bundesliga,2019
12551,True,122,Hertha Berlin,HER,130,Borussia M.Gladbach,BMG,0,0,0.804328,0.633262,2019-12-21 17:30:00,0.401,0.3709,0.2281,Bundesliga,2019
12550,True,233,Fortuna Duesseldorf,FOR,240,Union Berlin,UNI,2,1,1.17089,1.9614,2019-12-22 14:30:00,0.1773,0.2261,0.5966,Bundesliga,2019
12555,True,205,Paderborn,PAD,132,Eintracht Frankfurt,EIN,2,1,1.8362,1.81533,2019-12-22 17:00:00,0.3789,0.2581,0.363,Bundesliga,2019
12561,True,124,Schalke 04,SCH,130,Borussia M.Gladbach,BMG,2,0,2.05715,0.838626,2020-01-17 19:30:00,0.6904,0.2009,0.1087,Bundesliga,2019
12557,True,120,Hoffenheim,HOF,132,Eintracht Frankfurt,EIN,1,2,1.00395,1.83811,2020-01-18 14:30:00,0.1618,0.2436,0.5946,Bundesliga,2019
12558,True,233,Fortuna Duesseldorf,FOR,123,Werder Bremen,WER,0,1,1.0094,0.669177,2020-01-18 14:30:00,0.4321,0.3347,0.2332,Bundesliga,2019
12560,True,125,Mainz 05,MAI,135,Freiburg,FRE,1,2,1.62715,2.11329,2020-01-18 14:30:00,0.2684,0.2324,0.4992,Bundesliga,2019
12562,True,121,Augsburg,AUG,129,Borussia Dortmund,DOR,3,5,1.80963,3.75099,2020-01-18 14:30:00,0.0518,0.1216,0.8266,Bundesliga,2019
12563,True,134,FC Cologne,COL,131,Wolfsburg,WOL,3,1,1.52546,1.73137,2020-01-18 14:30:00,0.3289,0.261,0.4101,Bundesliga,2019
12556,True,136,RasenBallsport Leipzig,RBL,240,Union Berlin,UNI,3,1,1.34573,1.02267,2020-01-18 17:30:00,0.4417,0.2889,0.2694,Bundesliga,2019
12559,True,122,Hertha Berlin,HER,117,Bayern Munich,BAY,0,4,0.82925,2.96455,2020-01-19 14:30:00,0.0311,0.1012,0.8677,Bundesliga,2019
12564,True,205,Paderborn,PAD,119,Bayer Leverkusen,LEV,1,4,1.3828,2.17277,2020-01-19 17:00:00,0.1923,0.2366,0.5711,Bundesliga,2019
12566,True,129,Borussia Dortmund,DOR,134,FC Cologne,COL,5,1,3.14965,0.860519,2020-01-24 19:30:00,0.8772,0.0911,0.0317,Bundesliga,2019
12568,True,130,Borussia M.Gladbach,BMG,125,Mainz 05,MAI,3,1,2.997,0.889986,2020-01-25 14:30:00,0.8485,0.1038,0.0477,Bundesliga,2019
12569,True,131,Wolfsburg,WOL,122,Hertha Berlin,HER,1,2,1.14053,1.71603,2020-01-25 14:30:00,0.2138,0.2531,0.5331,Bundesliga,2019
12570,True,132,Eintracht Frankfurt,EIN,136,RasenBallsport Leipzig,RBL,2,0,1.30274,1.42745,2020-01-25 14:30:00,0.3316,0.2842,0.3842,Bundesliga,2019
12572,True,135,Freiburg,FRE,205,Paderborn,PAD,0,2,1.99439,1.79606,2020-01-25 14:30:00,0.413,0.2535,0.3335,Bundesliga,2019
12573,True,240,Union Berlin,UNI,121,Augsburg,AUG,2,0,1.19907,2.47924,2020-01-25 14:30:00,0.111,0.173,0.716,Bundesliga,2019
12565,True,117,Bayern Munich,BAY,124,Schalke 04,SCH,5,0,3.90217,0.401432,2020-01-25 17:30:00,0.9748,0.0217,0.0035,Bundesliga,2019
12571,True,123,Werder Bremen,WER,120,Hoffenheim,HOF,0,3,0.908592,1.16702,2020-01-26 14:30:00,0.2763,0.3023,0.4214,Bundesliga,2019
12567,True,119,Bayer Leverkusen,LEV,233,Fortuna Duesseldorf,FOR,3,0,4.50128,0.710981,2020-01-26 17:00:00,0.9707,0.0235,0.0058,Bundesliga,2019
12578,True,122,Hertha Berlin,HER,124,Schalke 04,SCH,0,0,0.417351,1.11364,2020-01-31 19:30:00,0.1219,0.3047,0.5734,Bundesliga,2019
12574,True,129,Borussia Dortmund,DOR,240,Union Berlin,UNI,5,0,3.29375,0.560146,2020-02-01 14:30:00,0.949,0.0424,0.0086,Bundesliga,2019
12576,True,120,Hoffenheim,HOF,119,Bayer Leverkusen,LEV,2,1,2.58436,3.11718,2020-02-01 14:30:00,0.2791,0.2149,0.506,Bundesliga,2019
12577,True,233,Fortuna Duesseldorf,FOR,132,Eintracht Frankfurt,EIN,1,1,0.245794,1.34897,2020-02-01 14:30:00,0.0489,0.2253,0.7258,Bundesliga,2019
12579,True,125,Mainz 05,MAI,117,Bayern Munich,BAY,1,3,0.332903,2.03579,2020-02-01 14:30:00,0.0393,0.1527,0.808,Bundesliga,2019
12580,True,121,Augsburg,AUG,123,Werder Bremen,WER,2,1,1.21583,0.630423,2020-02-01 14:30:00,0.5131,0.3064,0.1805,Bundesliga,2019
12575,True,136,RasenBallsport Leipzig,RBL,130,Borussia M.Gladbach,BMG,2,2,1.29026,0.973355,2020-02-01 17:30:00,0.4423,0.2894,0.2683,Bundesliga,2019
12581,True,134,FC Cologne,COL,135,Freiburg,FRE,4,0,4.10075,0.502678,2020-02-02 14:30:00,0.9742,0.0216,0.0042,Bundesliga,2019
12582,True,205,Paderborn,PAD,131,Wolfsburg,WOL,2,4,1.20103,1.8251,2020-02-02 17:00:00,0.2051,0.2566,0.5383,Bundesliga,2019
12587,True,132,Eintracht Frankfurt,EIN,121,Augsburg,AUG,5,0,2.05219,1.00749,2020-02-07 19:30:00,0.6512,0.2283,0.1205,Bundesliga,2019
12586,True,131,Wolfsburg,WOL,233,Fortuna Duesseldorf,FOR,1,1,1.02897,0.697949,2020-02-08 14:30:00,0.4412,0.3316,0.2272,Bundesliga,2019
12588,True,123,Werder Bremen,WER,240,Union Berlin,UNI,0,2,1.24914,2.25796,2020-02-08 14:30:00,0.1458,0.2108,0.6434,Bundesliga,2019
12589,True,122,Hertha Berlin,HER,125,Mainz 05,MAI,1,3,0.811018,2.85074,2020-02-08 14:30:00,0.0357,0.094,0.8703,Bundesliga,2019
12590,True,135,Freiburg,FRE,120,Hoffenheim,HOF,1,0,2.24593,1.86364,2020-02-08 14:30:00,0.4658,0.2379,0.2963,Bundesliga,2019
12591,True,124,Schalke 04,SCH,205,Paderborn,PAD,1,1,1.02675,0.561041,2020-02-08 14:30:00,0.4717,0.3377,0.1906,Bundesliga,2019
12584,True,119,Bayer Leverkusen,LEV,129,Borussia Dortmund,DOR,4,3,1.10259,0.882241,2020-02-08 17:30:00,0.4112,0.3166,0.2722,Bundesliga,2019
12583,True,117,Bayern Munich,BAY,136,RasenBallsport Leipzig,RBL,0,0,1.0745,1.76051,2020-02-09 17:00:00,0.1816,0.251,0.5674,Bundesliga,2019
12592,True,129,Borussia Dortmund,DOR,132,Eintracht Frankfurt,EIN,4,0,1.77897,0.0254182,2020-02-14 19:30:00,0.8834,0.1139,0.0027,Bundesliga,2019
12593,True,136,RasenBallsport Leipzig,RBL,123,Werder Bremen,WER,3,0,2.22403,0.206913,2020-02-15 14:30:00,0.9349,0.056,0.0091,Bundesliga,2019
12594,True,120,Hoffenheim,HOF,131,Wolfsburg,WOL,2,3,2.88142,3.49709,2020-02-15 14:30:00,0.2714,0.2104,0.5182,Bundesliga,2019
12597,True,121,Augsburg,AUG,135,Freiburg,FRE,1,1,0.666175,1.11403,2020-02-15 14:30:00,0.2216,0.3265,0.4519,Bundesliga,2019
12599,True,205,Paderborn,PAD,122,Hertha Berlin,HER,1,2,0.920452,2.10688,2020-02-15 14:30:00,0.1183,0.1909,0.6908,Bundesliga,2019
12600,True,240,Union Berlin,UNI,119,Bayer Leverkusen,LEV,2,3,2.02125,1.55179,2020-02-15 14:30:00,0.4919,0.2437,0.2644,Bundesliga,2019
12595,True,233,Fortuna Duesseldorf,FOR,130,Borussia M.Gladbach,BMG,1,4,0.804434,2.76945,2020-02-15 17:30:00,0.0523,0.122,0.8257,Bundesliga,2019
12598,True,134,FC Cologne,COL,117,Bayern Munich,BAY,1,4,2.03908,3.04216,2020-02-16 14:30:00,0.1971,0.1959,0.607,Bundesliga,2019
12596,True,125,Mainz 05,MAI,124,Schalke 04,SCH,0,0,1.60342,1.11629,2020-02-16 17:00:00,0.4834,0.2741,0.2425,Bundesliga,2019
12601,True,117,Bayern Munich,BAY,205,Paderborn,PAD,3,2,3.2444,1.47195,2020-02-21 19:30:00,0.7797,0.1406,0.0797,Bundesliga,2019
12603,True,130,Borussia M.Gladbach,BMG,120,Hoffenheim,HOF,1,1,2.39606,1.98292,2020-02-22 14:30:00,0.4844,0.2396,0.276,Bundesliga,2019
12606,True,123,Werder Bremen,WER,129,Borussia Dortmund,DOR,0,2,0.217074,1.3554,2020-02-22 14:30:00,0.0424,0.2471,0.7105,Bundesliga,2019
12607,True,122,Hertha Berlin,HER,134,FC Cologne,COL,0,5,0.449209,2.89736,2020-02-22 14:30:00,0.0208,0.0681,0.9111,Bundesliga,2019
12608,True,135,Freiburg,FRE,233,Fortuna Duesseldorf,FOR,0,2,0.972649,0.873548,2020-02-22 14:30:00,0.3526,0.3246,0.3228,Bundesliga,2019
12609,True,124,Schalke 04,SCH,136,RasenBallsport Leipzig,RBL,0,5,0.289302,3.12937,2020-02-22 17:30:00,0.0075,0.0449,0.9476,Bundesliga,2019
12602,True,119,Bayer Leverkusen,LEV,121,Augsburg,AUG,2,0,1.16763,0.683426,2020-02-23 14:30:00,0.491,0.3192,0.1898,Bundesliga,2019
12604,True,131,Wolfsburg,WOL,125,Mainz 05,MAI,4,0,2.858,0.909603,2020-02-23 17:00:00,0.8576,0.1024,0.04,Bundesliga,2019
12605,True,132,Eintracht Frankfurt,EIN,240,Union Berlin,UNI,1,2,2.42046,1.03525,2020-02-24 19:30:00,0.7417,0.1759,0.0824,Bundesliga,2019
12614,True,233,Fortuna Duesseldorf,FOR,122,Hertha Berlin,HER,3,3,1.45773,3.03938,2020-02-28 19:30:00,0.0906,0.1444,0.765,Bundesliga,2019
12610,True,129,Borussia Dortmund,DOR,135,Freiburg,FRE,1,0,1.60042,0.833271,2020-02-29 14:30:00,0.5788,0.2516,0.1696,Bundesliga,2019
12613,True,120,Hoffenheim,HOF,117,Bayern Munich,BAY,0,6,0.554679,4.77962,2020-02-29 14:30:00,0.0025,0.0127,0.9848,Bundesliga,2019
12615,True,125,Mainz 05,MAI,205,Paderborn,PAD,2,0,0.894503,0.351719,2020-02-29 14:30:00,0.5009,0.3738,0.1253,Bundesliga,2019
12616,True,121,Augsburg,AUG,130,Borussia M.Gladbach,BMG,2,3,1.10383,3.18339,2020-02-29 14:30:00,0.0503,0.1086,0.8411,Bundesliga,2019
12617,True,134,FC Cologne,COL,124,Schalke 04,SCH,3,0,1.17896,0.592026,2020-02-29 17:30:00,0.512,0.3158,0.1722,Bundesliga,2019
12618,True,240,Union Berlin,UNI,131,Wolfsburg,WOL,2,2,1.04208,1.95508,2020-03-01 12:30:00,0.1426,0.2348,0.6226,Bundesliga,2019
12611,True,136,RasenBallsport Leipzig,RBL,119,Bayer Leverkusen,LEV,1,1,0.934157,1.16579,2020-03-01 14:30:00,0.27,0.3395,0.3905,Bundesliga,2019
12627,True,205,Paderborn,PAD,134,FC Cologne,COL,1,2,0.596262,2.68366,2020-03-06 19:00:00,0.0221,0.076,0.9019,Bundesliga,2019
12620,True,119,Bayer Leverkusen,LEV,132,Eintracht Frankfurt,EIN,4,0,2.60789,1.10478,2020-03-07 14:30:00,0.7627,0.1673,0.07,Bundesliga,2019
12622,True,131,Wolfsburg,WOL,136,RasenBallsport Leipzig,RBL,0,0,0.597206,1.08959,2020-03-07 14:30:00,0.1908,0.3257,0.4835,Bundesliga,2019
12623,True,122,Hertha Berlin,HER,123,Werder Bremen,WER,2,2,0.896654,1.51105,2020-03-07 14:30:00,0.1852,0.2628,0.552,Bundesliga,2019
12625,True,135,Freiburg,FRE,240,Union Berlin,UNI,3,1,1.62613,0.805309,2020-03-07 14:30:00,0.6201,0.2567,0.1232,Bundesliga,2019
12626,True,124,Schalke 04,SCH,120,Hoffenheim,HOF,1,1,1.1061,0.801078,2020-03-07 14:30:00,0.4,0.3573,0.2427,Bundesliga,2019
