team_id,team_title,match_date,home_away,xG,xGA,npxG,npxGA,ppda_att,ppda_def,ppda_allowed_att,ppda_allowed_def,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts,npxGD,league,year
133,VfB Stuttgart,2018-11-02 19:30:00,h,1.02365,3.33128,1.02365,3.33128,245,15,310,26,2,11,0,3,0.2122,l,0,0,1,0,-2.30763,Bundesliga,2018
133,VfB Stuttgart,2018-11-10 14:30:00,a,1.54977,0.434841,1.54977,0.434841,225,16,204,20,3,4,2,0,2.3391,w,1,0,0,3,1.114929,Bundesliga,2018
133,VfB Stuttgart,2018-11-23 19:30:00,a,0.393762,2.62916,0.393762,2.62916,308,22,184,16,3,13,0,2,0.1583999999999999,l,0,0,1,0,-2.235398,Bundesliga,2018
133,VfB Stuttgart,2018-12-01 14:30:00,h,0.710341,1.64707,0.710341,1.64707,271,18,129,20,2,4,1,0,0.6433,w,1,0,0,3,-0.936729,Bundesliga,2018
133,VfB Stuttgart,2018-12-09 17:00:00,a,0.678537,2.61136,0.678537,2.61136,466,12,192,18,6,9,0,3,0.256,l,0,0,1,0,-1.932823,Bundesliga,2018
133,VfB Stuttgart,2018-12-15 14:30:00,h,1.43807,1.53719,1.43807,1.53719,243,26,212,18,2,4,2,1,1.2761,w,1,0,0,3,-0.0991200000000001,Bundesliga,2018
133,VfB Stuttgart,2018-12-18 19:30:00,a,0.333514,1.584,0.333514,1.584,268,26,143,24,4,9,0,2,0.4136,l,0,0,1,0,-1.250486,Bundesliga,2018
133,VfB Stuttgart,2018-12-22 14:30:00,h,1.22362,2.42656,1.22362,2.42656,152,16,360,20,1,10,1,3,0.5899,l,0,0,1,0,-1.20294,Bundesliga,2018
133,VfB Stuttgart,2019-01-19 14:30:00,h,3.20149,1.17715,3.20149,1.17715,137,29,269,22,18,8,2,3,2.5429,l,0,0,1,0,2.0243400000000005,Bundesliga,2018
133,VfB Stuttgart,2019-01-27 14:30:00,a,0.361664,3.41668,0.361664,2.6589,502,23,142,19,2,15,1,4,0.0495,l,0,0,1,0,-2.297236,Bundesliga,2018
133,VfB Stuttgart,2019-02-03 17:00:00,h,0.850155,2.53349,0.850155,2.53349,127,16,351,16,8,4,2,2,0.3073,d,0,1,0,1,-1.683335,Bundesliga,2018
133,VfB Stuttgart,2019-02-10 17:00:00,a,1.1803,1.64721,1.1803,1.64721,213,25,299,25,5,7,0,3,1.0215999999999998,l,0,0,1,0,-0.4669100000000001,Bundesliga,2018
133,VfB Stuttgart,2019-02-16 14:30:00,h,1.36671,1.32163,0.608932,1.32163,215,34,238,18,4,2,1,3,1.3848000000000005,l,0,0,1,0,-0.712698,Bundesliga,2018
133,VfB Stuttgart,2019-02-22 19:30:00,a,0.946008,1.23401,0.946008,1.23401,416,14,152,15,3,7,1,1,1.0351,d,0,1,0,1,-0.2880020000000001,Bundesliga,2018
133,VfB Stuttgart,2019-03-03 14:30:00,h,2.6743,0.613856,2.6743,0.613856,234,27,238,21,7,4,5,1,2.7047000000000003,w,1,0,0,3,2.0604440000000004,Bundesliga,2018
133,VfB Stuttgart,2019-03-09 14:30:00,a,0.897914,2.5589,0.897914,1.80113,417,21,146,18,2,11,1,3,0.3236,l,0,0,1,0,-0.903216,Bundesliga,2018
133,VfB Stuttgart,2019-03-16 14:30:00,h,1.35935,2.90274,1.35935,2.90274,343,18,163,21,4,15,1,1,0.5041,d,0,1,0,1,-1.54339,Bundesliga,2018
133,VfB Stuttgart,2019-03-31 16:00:00,a,0.569489,2.00509,0.569489,2.00509,231,18,192,26,4,6,0,3,0.3803,l,0,0,1,0,-1.435601,Bundesliga,2018
133,VfB Stuttgart,2019-04-06 14:30:00,h,1.62221,2.37695,1.62221,2.37695,212,29,213,18,6,5,1,1,0.8240000000000001,d,0,1,0,1,-0.75474,Bundesliga,2018
133,VfB Stuttgart,2019-04-13 14:30:00,h,0.444283,2.53521,0.444283,1.77744,438,28,148,14,5,10,0,1,0.1778,l,0,0,1,0,-1.333157,Bundesliga,2018
133,VfB Stuttgart,2019-04-20 14:30:00,a,1.38001,2.39187,1.38001,2.39187,293,15,277,23,5,9,0,6,0.7007,l,0,0,1,0,-1.01186,Bundesliga,2018
133,VfB Stuttgart,2019-04-27 17:30:00,h,1.59767,1.30221,1.59767,1.30221,318,26,115,20,4,7,1,0,1.6124,w,1,0,0,3,0.2954599999999998,Bundesliga,2018
133,VfB Stuttgart,2019-05-04 14:30:00,a,1.39423,2.28859,1.39423,2.28859,278,26,236,21,4,2,1,3,0.7006,l,0,0,1,0,-0.89436,Bundesliga,2018
133,VfB Stuttgart,2019-05-11 14:30:00,h,0.680306,0.340041,0.680306,0.340041,289,23,137,23,2,3,3,0,1.6528,w,1,0,0,3,0.340265,Bundesliga,2018
133,VfB Stuttgart,2019-05-18 13:30:00,a,0.668898,0.688908,0.668898,0.688908,225,19,374,22,4,8,0,0,1.2893,d,0,1,0,1,-0.0200099999999999,Bundesliga,2018
135,Freiburg,2018-08-25 16:30:00,h,1.46674,0.81415,1.46674,0.81415,179,19,238,15,13,2,0,2,1.8793,l,0,0,1,0,0.6525899999999999,Bundesliga,2018
135,Freiburg,2018-09-01 13:30:00,a,1.53718,3.48013,1.53718,3.48013,269,31,165,24,4,4,1,3,0.3334,l,0,0,1,0,-1.94295,Bundesliga,2018
135,Freiburg,2018-09-16 16:00:00,h,1.20784,1.19724,1.20784,1.19724,278,16,193,20,4,6,3,3,1.2772,d,0,1,0,1,0.0105999999999999,Bundesliga,2018
135,Freiburg,2018-09-22 13:30:00,a,2.26733,0.826665,1.41523,0.826665,406,21,90,28,3,7,3,1,2.4607,w,1,0,0,3,0.588565,Bundesliga,2018
135,Freiburg,2018-09-25 18:30:00,h,1.38048,0.928266,1.38048,0.928266,217,24,163,22,5,3,1,0,1.7465,w,1,0,0,3,0.4522139999999999,Bundesliga,2018
135,Freiburg,2018-09-30 16:00:00,a,1.61825,4.37565,1.61825,3.61787,232,18,239,28,3,10,1,4,0.1399999999999999,l,0,0,1,0,-1.99962,Bundesliga,2018
135,Freiburg,2018-10-07 11:30:00,h,0.501569,0.551906,0.501569,0.551906,285,24,201,26,5,3,0,0,1.2506,d,0,1,0,1,-0.0503369999999999,Bundesliga,2018
135,Freiburg,2018-10-21 13:30:00,a,0.427269,0.877118,0.427269,0.877118,349,20,176,22,3,4,1,1,0.8815000000000001,d,0,1,0,1,-0.4498489999999999,Bundesliga,2018
135,Freiburg,2018-10-26 18:30:00,h,1.41352,1.14643,0.655744,0.388653,370,16,299,22,3,4,3,1,1.554,w,1,0,0,3,0.2670909999999999,Bundesliga,2018
135,Freiburg,2018-11-03 14:30:00,a,0.592458,1.8539,0.592458,1.8539,350,16,144,24,1,17,1,1,0.4525,d,0,1,0,1,-1.2614420000000002,Bundesliga,2018
135,Freiburg,2018-11-10 14:30:00,h,1.86463,0.770571,1.86463,0.770571,151,24,289,24,3,6,1,3,2.2069,l,0,0,1,0,1.094059,Bundesliga,2018
135,Freiburg,2018-11-25 14:30:00,h,2.98264,2.13569,2.22486,2.13569,303,18,242,16,7,13,1,1,1.9286,d,0,1,0,1,0.0891700000000002,Bundesliga,2018
135,Freiburg,2018-12-01 14:30:00,a,0.143781,2.69109,0.143781,1.93331,423,21,249,24,0,7,0,2,0.0433,l,0,0,1,0,-1.789529,Bundesliga,2018
135,Freiburg,2018-12-08 14:30:00,h,2.0335,1.23018,1.27572,1.23018,225,19,168,29,1,7,3,0,2.029,w,1,0,0,3,0.0455399999999999,Bundesliga,2018
135,Freiburg,2018-12-15 14:30:00,a,0.798948,2.59785,0.798948,2.59785,177,21,418,25,6,14,0,2,0.3166,l,0,0,1,0,-1.7989020000000002,Bundesliga,2018
135,Freiburg,2018-12-19 19:30:00,h,1.62711,2.01561,0.869333,2.01561,277,31,236,24,3,7,1,1,1.0869,d,0,1,0,1,-1.146277,Bundesliga,2018
135,Freiburg,2018-12-22 14:30:00,a,0.318199,1.13859,0.318199,1.13859,314,21,188,22,3,8,1,0,0.5861999999999999,w,1,0,0,3,-0.820391,Bundesliga,2018
135,Freiburg,2019-01-19 14:30:00,a,1.54911,2.9107,1.54911,2.9107,242,16,268,31,5,5,1,3,0.5301,l,0,0,1,0,-1.36159,Bundesliga,2018
135,Freiburg,2019-01-26 14:30:00,h,1.77454,3.27125,1.77454,2.51347,311,33,206,30,3,6,2,4,0.4843999999999999,l,0,0,1,0,-0.7389299999999999,Bundesliga,2018
135,Freiburg,2019-02-03 17:00:00,a,2.53349,0.850155,2.53349,0.850155,351,16,127,16,4,8,2,2,2.5603,d,0,1,0,1,1.683335,Bundesliga,2018
135,Freiburg,2019-02-09 14:30:00,h,0.818616,1.91629,0.818616,1.15851,232,22,243,20,8,8,3,3,0.5215,d,0,1,0,1,-0.3398939999999999,Bundesliga,2018
135,Freiburg,2019-02-16 14:30:00,a,1.09678,0.609421,1.09678,0.609421,243,28,310,16,5,3,0,0,1.8152,d,0,1,0,1,0.4873590000000001,Bundesliga,2018
135,Freiburg,2019-02-23 14:30:00,h,2.01296,1.54501,2.01296,1.54501,301,30,171,21,7,6,5,1,1.7025,w,1,0,0,3,0.4679500000000001,Bundesliga,2018
135,Freiburg,2019-03-02 14:30:00,a,0.26273,3.25987,0.26273,3.25987,594,19,201,21,2,11,0,2,0.0127999999999999,l,0,0,1,0,-2.99714,Bundesliga,2018
135,Freiburg,2019-03-09 14:30:00,h,0.972717,1.0226,0.972717,1.0226,325,16,146,27,3,3,2,1,1.3031,w,1,0,0,3,-0.0498829999999999,Bundesliga,2018
135,Freiburg,2019-03-15 19:30:00,a,0.514838,1.17388,0.514838,1.17388,412,22,370,26,3,12,1,1,0.7001999999999999,d,0,1,0,1,-0.659042,Bundesliga,2018
135,Freiburg,2019-03-30 14:30:00,h,0.719026,3.23843,0.719026,3.23843,422,15,175,32,3,12,1,1,0.1619,d,0,1,0,1,-2.519404,Bundesliga,2018
135,Freiburg,2019-04-05 19:30:00,a,1.80652,2.27396,1.80652,2.27396,171,28,419,28,6,6,0,5,1.0103,l,0,0,1,0,-0.4674400000000003,Bundesliga,2018
135,Freiburg,2019-04-13 14:30:00,a,0.55263,1.81623,0.55263,1.81623,288,13,156,37,3,8,1,2,0.4515,l,0,0,1,0,-1.2636,Bundesliga,2018
135,Freiburg,2019-04-21 14:30:00,h,0.536271,2.91662,0.536271,2.15884,434,27,305,11,3,8,0,4,0.0862,l,0,0,1,0,-1.622569,Bundesliga,2018
135,Freiburg,2019-04-27 14:30:00,a,0.874413,2.04886,0.874413,1.29109,204,22,303,24,8,9,1,2,0.5276000000000001,l,0,0,1,0,-0.4166770000000001,Bundesliga,2018
135,Freiburg,2019-05-05 14:30:00,h,1.2563,0.911705,0.498522,0.911705,372,22,220,17,0,8,1,1,1.7044,d,0,1,0,1,-0.4131829999999999,Bundesliga,2018
135,Freiburg,2019-05-11 14:30:00,a,0.674621,2.29894,0.674621,2.29894,364,28,237,31,5,12,0,3,0.2754,l,0,0,1,0,-1.6243189999999998,Bundesliga,2018
135,Freiburg,2019-05-18 13:30:00,h,1.08819,0.734435,1.08819,0.734435,276,29,461,14,6,2,5,1,1.6483,w,1,0,0,3,0.353755,Bundesliga,2018
136,RasenBallsport Leipzig,2018-08-26 19:00:00,a,1.46268,1.96153,1.46268,1.96153,228,30,219,20,4,4,1,4,0.9972,l,0,0,1,0,-0.49885,Bundesliga,2018
136,RasenBallsport Leipzig,2018-09-02 13:30:00,h,2.25033,1.43691,2.25033,1.43691,117,21,258,30,10,5,1,1,1.9351000000000005,d,0,1,0,1,0.81342,Bundesliga,2018
136,RasenBallsport Leipzig,2018-09-15 13:30:00,h,2.35222,0.950644,2.35222,0.950644,404,19,126,18,5,6,3,2,2.3638000000000003,w,1,0,0,3,1.401576,Bundesliga,2018
136,RasenBallsport Leipzig,2018-09-23 16:00:00,a,1.8818,1.80358,1.12402,1.80358,177,17,222,29,5,4,1,1,1.4145,d,0,1,0,1,-0.6795599999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2018-09-26 18:30:00,h,3.13273,0.640951,3.13273,0.640951,327,22,161,20,8,3,2,0,2.8197,w,1,0,0,3,2.491779,Bundesliga,2018
136,RasenBallsport Leipzig,2018-09-29 13:30:00,a,1.47287,1.77221,1.47287,1.01443,317,24,211,27,9,11,2,1,1.1349,w,1,0,0,3,0.4584399999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2018-10-07 16:00:00,h,3.17935,0.394254,2.42157,0.394254,287,35,347,12,5,2,6,0,2.9081,w,1,0,0,3,2.027316,Bundesliga,2018
136,RasenBallsport Leipzig,2018-10-20 13:30:00,a,1.098,0.267706,1.098,0.267706,198,37,155,33,7,1,0,0,2.1473,d,0,1,0,1,0.8302940000000001,Bundesliga,2018
136,RasenBallsport Leipzig,2018-10-28 13:30:00,h,0.760107,0.754245,0.760107,0.754245,120,27,308,28,8,2,0,0,1.2954,d,0,1,0,1,0.0058619999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2018-11-03 17:30:00,a,3.76073,1.79233,3.76073,1.79233,267,25,215,17,17,7,3,0,2.4678,w,1,0,0,3,1.9684,Bundesliga,2018
136,RasenBallsport Leipzig,2018-11-11 14:30:00,h,2.55127,0.443215,2.55127,0.443215,371,27,200,22,11,1,3,0,2.7390000000000003,w,1,0,0,3,2.108055,Bundesliga,2018
136,RasenBallsport Leipzig,2018-11-24 14:30:00,a,0.647326,1.54495,0.647326,1.54495,232,36,205,16,8,4,0,1,0.5314,l,0,0,1,0,-0.8976240000000001,Bundesliga,2018
136,RasenBallsport Leipzig,2018-12-02 14:30:00,h,2.39576,0.628352,2.39576,0.628352,429,17,281,20,8,3,2,0,2.5795,w,1,0,0,3,1.767408,Bundesliga,2018
136,RasenBallsport Leipzig,2018-12-08 14:30:00,a,1.23018,2.0335,1.23018,1.27572,168,29,225,19,7,1,0,3,0.7444000000000001,l,0,0,1,0,-0.0455399999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2018-12-16 14:30:00,h,4.47536,1.33833,4.47536,1.33833,261,19,164,23,9,3,4,1,2.8842,w,1,0,0,3,3.13703,Bundesliga,2018
136,RasenBallsport Leipzig,2018-12-19 19:30:00,a,0.721767,1.81321,0.721767,1.81321,392,33,173,27,0,7,0,1,0.5257999999999999,l,0,0,1,0,-1.091443,Bundesliga,2018
136,RasenBallsport Leipzig,2018-12-22 14:30:00,h,1.93805,2.10073,1.93805,2.10073,339,29,221,19,7,6,3,2,1.2746,w,1,0,0,3,-0.1626799999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2019-01-19 17:30:00,h,0.778946,1.02216,0.778946,1.02216,323,41,245,15,7,3,0,1,1.1082,l,0,0,1,0,-0.2432139999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2019-01-27 17:00:00,a,2.02739,0.290714,2.02739,0.290714,322,30,258,22,3,2,4,0,2.6754,w,1,0,0,3,1.736676,Bundesliga,2018
136,RasenBallsport Leipzig,2019-02-01 19:30:00,a,2.35194,0.138262,1.59425,0.138262,208,36,220,20,3,1,3,0,2.8499,w,1,0,0,3,1.455988,Bundesliga,2018
136,RasenBallsport Leipzig,2019-02-09 14:30:00,h,1.59427,0.501519,1.59427,0.501519,198,18,184,23,6,6,0,0,2.2469,d,0,1,0,1,1.092751,Bundesliga,2018
136,RasenBallsport Leipzig,2019-02-16 14:30:00,a,1.32163,1.36671,1.32163,0.608932,238,18,215,34,2,4,3,1,1.2717,w,1,0,0,3,0.712698,Bundesliga,2018
136,RasenBallsport Leipzig,2019-02-25 19:30:00,h,1.91108,1.30993,1.91108,1.30993,238,45,154,30,7,4,1,1,1.8104,d,0,1,0,1,0.6011499999999999,Bundesliga,2018
136,RasenBallsport Leipzig,2019-03-02 14:30:00,a,0.920561,1.02688,0.920561,0.269103,167,39,216,21,4,6,1,0,1.1545,w,1,0,0,3,0.651458,Bundesliga,2018
136,RasenBallsport Leipzig,2019-03-09 14:30:00,h,2.35335,0.181299,2.35335,0.181299,137,24,308,10,20,3,0,0,2.7964,d,0,1,0,1,2.1720509999999997,Bundesliga,2018
136,RasenBallsport Leipzig,2019-03-16 14:30:00,a,1.69354,1.01343,1.69354,1.01343,246,38,167,28,7,7,1,0,1.9412000000000005,w,1,0,0,3,0.68011,Bundesliga,2018
136,RasenBallsport Leipzig,2019-03-30 17:30:00,h,5.04475,0.895578,5.04475,0.895578,330,19,267,15,16,4,5,0,2.9729,w,1,0,0,3,4.149172,Bundesliga,2018
136,RasenBallsport Leipzig,2019-04-06 14:30:00,a,1.44447,2.1254,0.686698,1.36786,370,33,161,20,1,9,4,2,0.7938,w,1,0,0,3,-0.681162,Bundesliga,2018
136,RasenBallsport Leipzig,2019-04-13 14:30:00,h,2.11199,0.38877,2.11199,0.38877,219,34,191,18,7,5,2,0,2.5833,w,1,0,0,3,1.72322,Bundesliga,2018
136,RasenBallsport Leipzig,2019-04-20 17:30:00,a,2.13066,2.19831,1.37288,2.19831,373,25,183,31,4,7,2,1,1.3252000000000002,w,1,0,0,3,-0.8254300000000001,Bundesliga,2018
136,RasenBallsport Leipzig,2019-04-27 14:30:00,h,2.04886,0.874413,1.29109,0.874413,303,24,204,22,9,8,2,1,2.2672999999999996,w,1,0,0,3,0.4166770000000001,Bundesliga,2018
136,RasenBallsport Leipzig,2019-05-03 19:30:00,a,2.74717,1.72126,2.74717,1.72126,293,34,173,24,9,9,3,3,2.108,d,0,1,0,1,1.02591,Bundesliga,2018
136,RasenBallsport Leipzig,2019-05-11 14:30:00,h,0.609829,1.72176,0.609829,1.72176,409,21,156,44,7,8,0,0,0.4561,d,0,1,0,1,-1.111931,Bundesliga,2018
136,RasenBallsport Leipzig,2019-05-18 13:30:00,a,1.84544,1.20038,1.08775,0.442601,274,24,259,25,5,4,1,2,1.9328,l,0,0,1,0,0.645149,Bundesliga,2018
233,Fortuna Duesseldorf,2018-08-25 16:30:00,h,1.32783,0.755029,1.32783,0.755029,255,27,276,25,5,4,1,2,1.8745,l,0,0,1,0,0.5728010000000001,Bundesliga,2018
233,Fortuna Duesseldorf,2018-09-02 13:30:00,a,1.43691,2.25033,1.43691,2.25033,258,30,117,21,5,10,1,1,0.8436999999999999,d,0,1,0,1,-0.81342,Bundesliga,2018
233,Fortuna Duesseldorf,2018-09-15 13:30:00,h,1.78366,2.19977,1.02589,2.19977,287,16,114,23,0,15,2,1,1.0763,w,1,0,0,3,-1.17388,Bundesliga,2018
233,Fortuna Duesseldorf,2018-09-21 18:30:00,a,1.23964,1.39372,1.23964,1.39372,262,28,229,27,6,10,0,0,1.212,d,0,1,0,1,-0.15408,Bundesliga,2018
233,Fortuna Duesseldorf,2018-09-26 16:30:00,h,1.75244,1.48071,0.994659,1.48071,311,24,216,23,8,5,1,2,1.559,l,0,0,1,0,-0.486051,Bundesliga,2018
233,Fortuna Duesseldorf,2018-09-29 13:30:00,a,1.17182,2.42225,1.17182,1.66448,195,15,341,13,11,3,0,3,0.4855,l,0,0,1,0,-0.4926599999999999,Bundesliga,2018
233,Fortuna Duesseldorf,2018-10-06 13:30:00,h,0.557607,1.75802,0.557607,1.75802,219,21,193,26,5,4,0,2,0.4123,l,0,0,1,0,-1.200413,Bundesliga,2018
233,Fortuna Duesseldorf,2018-10-19 18:30:00,a,0.666096,3.51257,0.666096,2.75479,336,23,266,18,3,8,1,7,0.1046,l,0,0,1,0,-2.088694,Bundesliga,2018
233,Fortuna Duesseldorf,2018-10-27 13:30:00,h,0.245269,1.74956,0.245269,0.991785,289,19,166,24,3,6,0,3,0.2341,l,0,0,1,0,-0.7465160000000001,Bundesliga,2018
233,Fortuna Duesseldorf,2018-11-04 14:30:00,a,0.719516,3.16198,0.719516,2.4042,346,13,255,28,1,9,0,3,0.1581,l,0,0,1,0,-1.6846839999999998,Bundesliga,2018
233,Fortuna Duesseldorf,2018-11-10 14:30:00,h,2.89841,0.960102,2.89841,0.960102,317,24,263,20,8,3,4,1,2.5932999999999997,w,1,0,0,3,1.938308,Bundesliga,2018
233,Fortuna Duesseldorf,2018-11-24 14:30:00,a,1.36755,2.81107,1.36755,2.81107,562,9,122,18,0,13,3,3,0.5069,d,0,1,0,1,-1.44352,Bundesliga,2018
233,Fortuna Duesseldorf,2018-11-30 19:30:00,h,1.10941,1.02576,1.10941,1.02576,279,17,295,13,6,8,0,1,1.4137,l,0,0,1,0,0.08365,Bundesliga,2018
233,Fortuna Duesseldorf,2018-12-07 19:30:00,a,1.37827,2.83748,0.620492,2.83748,411,21,142,27,4,5,1,3,0.3962,l,0,0,1,0,-2.2169879999999997,Bundesliga,2018
233,Fortuna Duesseldorf,2018-12-15 14:30:00,h,2.59785,0.798948,2.59785,0.798948,418,25,177,21,14,6,2,0,2.5471,w,1,0,0,3,1.7989020000000002,Bundesliga,2018
233,Fortuna Duesseldorf,2018-12-18 19:30:00,h,1.3731,1.29548,1.3731,1.29548,424,18,156,20,1,12,2,1,1.4008,w,1,0,0,3,0.07762,Bundesliga,2018
233,Fortuna Duesseldorf,2018-12-22 14:30:00,a,1.13166,0.6702,1.13166,0.6702,276,27,164,26,5,5,1,0,1.7559,w,1,0,0,3,0.4614600000000001,Bundesliga,2018
233,Fortuna Duesseldorf,2019-01-19 14:30:00,a,1.0413,0.869957,1.0413,0.869957,286,17,294,23,3,3,2,1,1.459,w,1,0,0,3,0.1713429999999999,Bundesliga,2018
233,Fortuna Duesseldorf,2019-01-27 17:00:00,h,0.290714,2.02739,0.290714,2.02739,258,22,322,30,2,3,0,4,0.2052,l,0,0,1,0,-1.736676,Bundesliga,2018
233,Fortuna Duesseldorf,2019-02-02 14:30:00,a,1.17944,1.63645,1.17944,0.878678,355,22,149,30,1,3,1,1,0.9818,d,0,1,0,1,0.3007620000000001,Bundesliga,2018
233,Fortuna Duesseldorf,2019-02-10 17:00:00,h,1.64721,1.1803,1.64721,1.1803,299,25,213,25,7,5,3,0,1.7191,w,1,0,0,3,0.4669100000000001,Bundesliga,2018
233,Fortuna Duesseldorf,2019-02-17 17:00:00,a,0.209187,1.90354,0.209187,1.90354,752,21,108,13,0,6,0,2,0.1887,l,0,0,1,0,-1.694353,Bundesliga,2018
233,Fortuna Duesseldorf,2019-02-23 17:30:00,h,1.55152,0.112551,1.55152,0.112551,118,22,300,11,11,0,2,1,2.5821,w,1,0,0,3,1.438969,Bundesliga,2018
233,Fortuna Duesseldorf,2019-03-02 14:30:00,a,2.89494,0.708083,2.13717,0.708083,229,26,192,33,4,6,4,0,2.7406,w,1,0,0,3,1.4290869999999998,Bundesliga,2018
233,Fortuna Duesseldorf,2019-03-11 19:30:00,h,0.837274,2.76254,0.837274,2.76254,265,16,259,29,3,2,0,3,0.1784,l,0,0,1,0,-1.925266,Bundesliga,2018
233,Fortuna Duesseldorf,2019-03-16 14:30:00,a,1.93907,3.87623,1.93907,3.87623,354,24,224,34,2,4,2,5,0.3569,l,0,0,1,0,-1.93716,Bundesliga,2018
233,Fortuna Duesseldorf,2019-03-30 14:30:00,h,1.66988,1.34223,1.66988,1.34223,408,18,158,23,4,9,3,1,1.6506,w,1,0,0,3,0.32765,Bundesliga,2018
233,Fortuna Duesseldorf,2019-04-06 14:30:00,a,2.72781,1.90031,2.72781,1.90031,361,22,209,31,4,7,2,1,1.9602,w,1,0,0,3,0.8274999999999999,Bundesliga,2018
233,Fortuna Duesseldorf,2019-04-14 14:30:00,h,0.972295,3.34878,0.214518,3.34878,467,14,229,26,1,12,1,4,0.1256,l,0,0,1,0,-3.134262,Bundesliga,2018
233,Fortuna Duesseldorf,2019-04-20 14:30:00,a,2.5269,3.24326,1.76937,3.24326,258,18,186,23,4,7,1,3,0.9038,l,0,0,1,0,-1.4738899999999997,Bundesliga,2018
233,Fortuna Duesseldorf,2019-04-27 14:30:00,h,2.06935,2.73602,2.06935,1.97824,272,13,285,22,6,16,4,1,0.9095,w,1,0,0,3,0.09111,Bundesliga,2018
233,Fortuna Duesseldorf,2019-05-05 14:30:00,a,0.911705,1.2563,0.911705,0.498522,220,17,372,22,8,0,1,1,0.9742,d,0,1,0,1,0.4131829999999999,Bundesliga,2018
233,Fortuna Duesseldorf,2019-05-11 14:30:00,a,2.07768,2.03631,1.3199,2.03631,419,20,277,26,4,9,2,3,1.4176,l,0,0,1,0,-0.7164099999999998,Bundesliga,2018
233,Fortuna Duesseldorf,2019-05-18 13:30:00,h,2.17162,1.04029,2.17162,1.04029,204,26,299,24,14,5,2,1,2.2785,w,1,0,0,3,1.13133,Bundesliga,2018
234,Nuernberg,2018-08-25 16:30:00,a,1.34412,1.03309,0.586343,1.03309,288,20,286,24,3,4,0,1,1.6267,l,0,0,1,0,-0.4467470000000001,Bundesliga,2018
234,Nuernberg,2018-09-01 13:30:00,h,1.56238,0.367667,1.56238,0.367667,245,20,360,15,6,4,1,1,2.3979,d,0,1,0,1,1.194713,Bundesliga,2018
234,Nuernberg,2018-09-16 13:30:00,a,0.514375,0.700449,0.514375,0.700449,277,18,250,28,4,3,1,1,1.1242,d,0,1,0,1,-0.1860739999999999,Bundesliga,2018
234,Nuernberg,2018-09-22 13:30:00,h,1.64985,0.557368,1.64985,0.557368,252,16,289,4,11,6,2,0,2.3315,w,1,0,0,3,1.092482,Bundesliga,2018
234,Nuernberg,2018-09-26 18:30:00,a,0.154216,2.18746,0.154216,2.18746,580,18,212,16,3,8,0,7,0.1397,l,0,0,1,0,-2.0332440000000003,Bundesliga,2018
234,Nuernberg,2018-09-29 13:30:00,h,2.42225,1.17182,1.66448,1.17182,341,13,195,15,3,11,3,0,2.3295999999999997,w,1,0,0,3,0.4926599999999999,Bundesliga,2018
234,Nuernberg,2018-10-07 16:00:00,a,0.394254,3.17935,0.394254,2.42157,347,12,287,35,2,5,0,6,0.0527,l,0,0,1,0,-2.027316,Bundesliga,2018
234,Nuernberg,2018-10-20 13:30:00,h,1.11043,2.46148,0.352729,2.46148,379,15,137,24,3,15,1,3,0.4575,l,0,0,1,0,-2.108751,Bundesliga,2018
234,Nuernberg,2018-10-28 11:30:00,h,0.949097,0.998569,0.949097,0.998569,269,15,227,19,3,4,1,1,1.261,d,0,1,0,1,-0.049472,Bundesliga,2018
234,Nuernberg,2018-11-03 14:30:00,a,1.37885,2.61879,1.37885,2.61879,248,22,159,21,6,7,2,2,0.5668,d,0,1,0,1,-1.2399400000000005,Bundesliga,2018
234,Nuernberg,2018-11-10 14:30:00,h,0.434841,1.54977,0.434841,1.54977,204,20,225,16,4,3,0,2,0.4452,l,0,0,1,0,-1.114929,Bundesliga,2018
234,Nuernberg,2018-11-24 17:30:00,a,2.29783,2.77116,2.29783,2.77116,301,19,263,27,3,10,2,5,1.0677,l,0,0,1,0,-0.4733300000000002,Bundesliga,2018
234,Nuernberg,2018-12-03 19:30:00,h,0.675448,1.39302,0.675448,1.39302,290,23,78,28,5,6,1,1,0.7642,d,0,1,0,1,-0.7175719999999999,Bundesliga,2018
234,Nuernberg,2018-12-08 14:30:00,a,0.191129,2.8246,0.191129,2.8246,467,7,143,30,2,21,0,3,0.0603,l,0,0,1,0,-2.633471,Bundesliga,2018
234,Nuernberg,2018-12-14 19:30:00,h,0.601572,0.70077,0.601572,0.70077,285,11,184,31,7,2,0,2,1.195,l,0,0,1,0,-0.099198,Bundesliga,2018
234,Nuernberg,2018-12-18 17:30:00,a,1.13637,3.61765,1.13637,2.85987,358,21,290,15,4,7,0,2,0.1145,l,0,0,1,0,-1.7234999999999998,Bundesliga,2018
234,Nuernberg,2018-12-22 14:30:00,h,1.13859,0.318199,1.13859,0.318199,188,22,314,21,8,3,0,1,2.1162,l,0,0,1,0,0.820391,Bundesliga,2018
